,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,0.0,2.0,4.0,6.0,8.0,10.0,12.0,14.0,16.0,18.0,20.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,0.01869156371299619,0.09297418771632585,0.09297418771632585,0.09297418771632585,0.09297418771632585,0.09297418771632585,0.09297418771632585,0.09297418771632585,0.09297418771632585,0.09297418771632585,0.09297418771632585
3,2.0,0.03738312742599219,0.12683644780068187,0.18594837543497886,0.18594837543497886,0.18594837543497886,0.18594837543497886,0.18594837543497886,0.18594837543497886,0.18594837543497886,0.18594837543497886,0.18594837543497886
4,3.0,0.056074691138988206,0.1463497474658034,0.23308283867573382,0.2789225631524991,0.2789225631524991,0.2789225631524991,0.2789225631524991,0.2789225631524991,0.2789225631524991,0.2789225631524991,0.2789225631524991
5,4.0,0.07476625485198438,0.16586304713093178,0.25367289560136375,0.32983420567378446,0.3718967508699577,0.3718967508699577,0.3718967508699577,0.3718967508699577,0.3718967508699577,0.3718967508699577,0.3718967508699577
6,5.0,0.09345781856498057,0.18537634679605547,0.2731861952664896,0.3609960437369197,0.42658557267177755,0.46487093858741513,0.46487093858741513,0.46487093858741513,0.46487093858741513,0.46487093858741513,0.46487093858741513
7,6.0,0.11214938227797641,0.20488964646118457,0.2926994949316068,0.3805093434020441,0.46616567735146763,0.5233369396698964,0.5578451263049982,0.5578451263049982,0.5578451263049982,0.5578451263049982,0.5578451263049982
8,7.0,0.13084094599097262,0.22429876457763098,0.3122127945967348,0.4000226430671664,0.48783249153760055,0.5629170443495115,0.6200883066679724,0.6508193140224133,0.6508193140224133,0.6508193140224133,0.6508193140224133
9,8.0,0.14953250970396875,0.2429903282938682,0.33172609426186356,0.4195359427322956,0.5073457912027275,0.5951556396731584,0.6596684113475689,0.7168396736659265,0.7437935017399154,0.7437935017399154,0.7437935017399154
10,9.0,0.16822407341696485,0.26168189201011216,0.35123939392698744,0.4390492423974141,0.5268590908678507,0.6146689393382824,0.6992485160272011,0.756419778345643,0.8135910406639628,0.8367676894574133,0.8367676894574133
11,10.0,0.18691563712996115,0.28037345572635436,0.37075269359211094,0.45856254206254315,0.5463723905329791,0.6341822390034095,0.7219920874738394,0.7959998830252395,0.8531711453435551,0.9103424076621618,0.9297418771748303
